"","ID","ZIP.Code","Community.Area","Primary.Property.Type","Gross.Floor.Area...Buildings..sq.ft.","Year.Built","X..of.Buildings","ENERGY.STAR.Score","Electricity.Use..kBtu.","Natural.Gas.Use..kBtu.","Site.EUI..kBtu.sq.ft.","Source.EUI..kBtu.sq.ft.","Weather.Normalized.Site.EUI..kBtu.sq.ft.","Weather.Normalized.Source.EUI..kBtu.sq.ft.","Total.GHG.Emissions..Metric.Tons.CO2e.","GHG.Intensity..kg.CO2e.sq.ft.","total_site_energy_KBTU","log_total_site_energy_KBTU"
"227",251755,"60645","WEST RIDGE","K-12 School",59810,1937,1,66,1692722.9,2570189.5,71.3,134,76.4,139.3,448.5,7.5,4264453,15.2658244774589
"228",251754,"60615","HYDE PARK","K-12 School",73984,1959,1,34,3373074.9,3601351.1,94.3,194.3,99.8,197.3,813,11,6976691.2,15.7580853222314
"229",251751,"60608","LOWER WEST SIDE","K-12 School",256400,1977,1,74,9560041.9,9027563.5,72.5,154,75.8,155.2,2241.6,8.7,18589000,16.7380805658893
"230",251750,"60629","GAGE PARK","K-12 School",108534,1998,1,75,3058006.4,2698984.6,53,114.6,56.8,118.5,707,6.5,5752302,15.5651106804818
"231",251749,"60624","WEST GARFIELD PARK","K-12 School",60295,1962,1,45,1247996.3,3016641,70.7,117.5,77.8,124.9,390.3,6.5,4262856.5,15.2654500334402
"232",251746,"60625","NORTH PARK","K-12 School",222600,1999,1,5,13612443.5,16000041.4,133,267.5,140.1,274.9,3358.9,15.1,29605800,17.2034808460453
"233",251745,"60625","LINCOLN SQUARE","K-12 School",218950,1917,1,74,4185831.4,12402060.6,75.8,119.5,82.5,127.2,1430.3,6.5,16596410,16.6246969648779
"234",251744,"60618","IRVING PARK","K-12 School",181923,1924,1,84,1531097.1,9160809.5,58.8,79.3,66.2,87.1,768.8,4.2,10697072.4,16.1854806545181
"235",251742,"60632","GAGE PARK","K-12 School",206200,2010,1,32,10691836.4,6775470.8,84.7,197.3,86.6,197.1,2330.6,11.3,17465140,16.675717452223
"236",251741,"60616","BRIDGEPORT","K-12 School",114704,1962,1,69,2720989.1,4286060.7,61.1,113.7,66.4,119.3,729.2,6.4,7008414.4,15.7626220422702
"237",251739,"60639","HUMBOLDT PARK","K-12 School",205094,2000,1,20,13165161.1,10855285.9,117.1,257.1,121.6,257.8,3003.2,14.6,24016507.4,16.9942519602138
"238",251737,"60612","NEAR WEST SIDE","K-12 School",71500,1959,1,53,1869192.5,3146295.7,70.1,128.3,75.8,135.1,511.6,7.2,5012150,15.4273755227226
"239",251736,"60641","PORTAGE PARK","K-12 School",234393,1928,1,93,2697399.9,12409879.8,64.5,91.7,70.7,98.8,1156.3,4.9,15118348.5,16.5314196965596
"240",251735,"60622","WEST TOWN","K-12 School",66300,1975,1,100,2300142.8,3590134.3,54.1,56.9,62.3,65.5,190.7,2.9,3586830,15.0927793620264
"241",251733,"60629","CHICAGO LAWN","K-12 School",172688,2014,1,47,5013807.8,6587596.1,67.2,131.2,72.3,135.3,1274,7.4,11604633.6,16.2669150245942
"242",251732,"60629","CHICAGO LAWN","K-12 School",164398,1906,1,37,5499744.8,5733790.5,68.3,141.7,73.7,146.4,1318.3,8,11228383.4,16.2339553626568
"243",251731,"60625","ALBANY PARK","K-12 School",169900,1916,1,83,4186739,3807906.7,47.1,100.9,49.5,103.5,974,5.7,8002290,15.8952383086824
"244",251728,"60639","BELMONT CRAGIN","K-12 School",165364,1929,1,57,4266733.3,6813983.1,67,124.3,72.4,129.7,1148.4,6.9,11079388,16.2205970031009
"245",251725,"60646","FOREST GLEN","K-12 School",68612,1936,1,68,2384206.3,2444993,70.4,146.5,74.8,151.1,569.3,8.3,4830284.8,15.3904159886937
"246",251724,"60659","WEST RIDGE","K-12 School",185689,1957,1,49,6585808.3,9623268.6,87.3,165.8,92.6,171.3,1725,9.3,16210649.7,16.6011789731061
"247",251723,"60632","BRIGHTON PARK","K-12 School",95265,2012,1,63,3153875.7,3012229.1,64.7,137.2,68.6,140.6,741.3,7.8,6163645.5,15.634178962412
"248",251722,"60636","CHICAGO LAWN","K-12 School",112806,1990,1,69,3352679.3,3235980.4,58.4,123.4,62.6,127.8,789.8,7,6587870.4,15.700740697955
"249",251721,"60610","NEAR NORTH SIDE","K-12 School",207870,2001,1,38,9768255.7,6027701.9,76,178,78.3,177.9,2120.7,10.2,15798120,16.5754015035759
"250",251719,"60641","BELMONT CRAGIN","K-12 School",165513,1919,1,52,4981185.6,8858182.5,83.6,150.7,90,157.4,1388.6,8.4,13836886.8,16.442848540654
"251",251718,"60640","LINCOLN SQUARE","K-12 School",155337,1888,1,72,3454172.3,7812845.4,72.5,122.6,80,130.5,1051.7,6.8,11261932.5,16.2369387911719
"252",251717,"60629","WEST ELSDON","K-12 School",169086,1956,1,67,4697634.8,3100130.2,46.1,106.5,48.5,109,1030.5,6.1,7794864.6,15.8689756902141
"253",251716,"60628","PULLMAN","K-12 School",80075,1909,1,36,1413294.4,6986697,104.9,147,119.6,162.5,631.6,7.9,8399867.5,15.9437264898796
"254",251715,"60616","NEAR SOUTH SIDE","K-12 School",156400,2002,1,10,8885666.9,9929749.1,120.3,245.1,125.6,247.3,2165.2,13.8,18814920,16.750160730074
"255",251714,"60639","BELMONT CRAGIN","K-12 School",150436,1907,1,14,6030181.1,8837728.6,98.8,187.6,107.4,196.6,1580.9,10.5,14863076.8,16.5143906283114
"256",251710,"60644","AUSTIN","K-12 School",150700,1972,1,21,10102307.6,646722.7,71.3,215,75.5,227.6,1896.4,12.6,10744910,16.1899427120348
"257",251709,"60625","ALBANY PARK","K-12 School",86480,1931,1,66,1778172.3,3828489.2,64.8,111,70.9,118.4,531.1,6.1,5603904,15.5389740556713
"258",251708,"60618","IRVING PARK","K-12 School",151694,1916,1,72,2903976.7,6603399.8,62.7,105.8,69.3,112.7,886,5.8,9511213.8,16.0679820604464
"259",251707,"60623","NORTH LAWNDALE","K-12 School",151436,1916,1,91,3396430,12868588.6,22.4,70.4,22.4,70.4,626,4.1,3392166.4,15.0369793312945
"260",251704,"60645","WEST RIDGE","K-12 School",147016,1912,1,26,6210805.6,6169359.6,84.2,176.7,88.8,181.6,1472.5,10,12378747.2,16.3314916246235
"261",251702,"60639","BELMONT CRAGIN","K-12 School",118211,2010,1,99,2352050.6,8224239.6,19.9,62.5,19.9,62.5,433.5,3.7,2352398.9,14.6709461739603
"262",251701,"60608","NEAR WEST SIDE","K-12 School",83646,1884,1,96,1991959.7,4518450.4,77.8,131.5,86.6,140.7,607.2,7.3,6507658.8,15.6884903181655
"263",251700,"60625","ALBANY PARK","K-12 School",137971,1912,1,74,1829230.2,5990527.8,56.7,87.2,62.7,94.5,655.4,4.7,7822955.7,15.872573007862
"264",251699,"60632","BRIGHTON PARK","K-12 School",121557,1905,1,42,3862462.5,7698917.5,95.1,166.3,105.2,176.9,1120.9,9.2,11560070.7,16.2630675371068
"265",251698,"60649","SOUTH SHORE","K-12 School",143266,1895,1,66,2325375.2,8031900.5,72.3,109.8,80.8,119.2,855.2,6,10358131.8,16.1532824503492
"266",251696,"60630","WASHINGTON PARK","K-12 School",154984,1978,1,57,4694584.4,6180973.9,70.2,137,74.1,141.2,1193.6,7.7,10879876.8,16.2024254757985
"267",251695,"60647","WEST TOWN","K-12 School",139709,1893,1,62,3790732,6383498.2,72.8,133.2,79.6,140.3,1037.8,7.4,10170815.2,16.1350329221378
"268",251693,"60629","CHICAGO LAWN","K-12 School",128128,1928,1,9,6492742.6,6875451.6,104.3,215.5,111.2,219.8,1561.9,12.2,13363750.4,16.4080564052416
"269",251692,"60632","GAGE PARK","K-12 School",140838,2014,1,47,4402766.3,5364074.7,69.3,138.2,75.6,145.7,1096.4,7.8,9760073.4,16.0938104788528
"270",251691,"60659","WEST RIDGE","K-12 School",70601,1927,1,64,1298322.6,3659274.6,70.2,112.2,76.6,118.9,433.7,6.1,4956190.2,15.4161478987187
"271",251688,"60619","GREATER GRAND CROSSING","K-12 School",52920,1963,1,63,971060.3,3248136.5,79.7,122.1,88.7,131.5,351.5,6.6,4217724,15.2548062040251
"272",251687,"60660","EDGEWATER","K-12 School",133238,1930,1,65,3703756.7,3522390.3,54.2,115,57.5,118.4,869.8,6.5,7221499.6,15.7925731901332
"273",251686,"60617","SOUTH CHICAGO","K-12 School",135638,1992,1,92,3284537.9,426529.7,27.4,79.3,27.4,79.3,628.1,4.6,3716481.2,15.1282878646119
"274",251685,"60621","ENGLEWOOD","K-12 School",63816,1963,1,65,2418887.2,4571121,109.5,194.2,118.5,203.7,688.6,10.8,6987852,15.7596837708475
"275",251684,"60647","LOGAN SQUARE","K-12 School",126540,1997,1,62,4177253.6,4054909.6,65.1,137.3,69.8,142.3,985.3,7.8,8237754,15.9242382919154
"276",251682,"60634","BELMONT CRAGIN","K-12 School",117576,1920,1,34,4426339.8,5259259.7,82.4,165.2,87,170,1095.2,9.3,9688262.4,16.0864256489019
"277",251679,"60651","HUMBOLDT PARK","K-12 School",121800,1888,1,73,1743129,6308064.4,66.1,99.3,75.1,109.4,656.3,5.4,8050980,15.9013043811156
"278",251678,"60632","GAGE PARK","K-12 School",127162,2007,1,67,4443317.9,3964231.3,66.1,142.5,69.3,144.3,1029.6,8.1,8405408.2,15.9443858899751
"279",251676,"60659","WEST RIDGE","K-12 School",136047,1925,1,52,3121263.8,5912990.1,66.4,117.7,71.8,123.4,889.4,6.5,9033520.8,16.016452749734
"280",251674,"60634","BELMONT CRAGIN","K-12 School",125430,1990,1,1,2124330.6,36433208.5,307.4,358.2,343.3,395.9,2326.7,18.5,38557182,17.4676529441232
"281",251671,"60621","ENGLEWOOD","K-12 School",52237,1951,1,43,1513153.8,4133263.3,108.1,174,120.2,183.9,498.4,9.5,5646819.7,15.5466030596877
"282",251669,"60647","LOGAN SQUARE","K-12 School",123430,1905,1,54,3872002.4,4432395.4,67.3,136.2,72.8,142,949.1,7.7,8306839,15.9325897093887
"283",251668,"60613","LAKE VIEW","K-12 School",76423,1884,1,78,1287907.5,3618281.4,64.2,102.6,71.5,110.9,429.6,5.6,4906356.6,15.4060421876654
"284",251666,"60643","BEVERLY","K-12 School",80219,2002,1,90,776262.8,3213045.9,49.7,72.4,54.8,77.8,313.7,3.9,3986884.3,15.1985206066297
"285",251665,"60660","EDGEWATER","K-12 School",118800,1906,1,80,2773466,5378284.3,68.6,120.8,74.1,126.6,796.9,6.7,8149680,15.9134892206425
"286",251662,"60641","PORTAGE PARK","K-12 School",129990,1911,1,71,4012679.2,3509538.6,57.9,125.3,60.5,126.6,926,7.1,7526421,15.833930187981
"287",251661,"60619","CHATHAM","K-12 School",122945,1908,1,40,2022458.9,8982973.6,89.5,128.4,99.8,139.2,849.9,6.9,11003577.5,16.2137310051604
"288",251657,"60634","MONTCLARE","K-12 School",112000,1927,1,68,3371519.3,4415476.2,69.5,135.9,74.4,141.9,856,7.6,7784000,15.867580902848
"289",251656,"60644","AUSTIN","K-12 School",112380,2003,1,10,6287193.5,3842476.9,90.1,211.6,93.7,213.3,1363,12.1,10125438,16.1305614292805
"290",251655,"60616","DOUGLAS","K-12 School",186448,1923,1,45,3831594.1,10820203.3,78.6,125.5,88,135.3,1281,6.9,14654812.8,16.5002793582482
"291",251652,"60609","NEW CITY","K-12 School",109118,1906,1,71,2060349.5,4909866.8,63.9,106.5,71,114,640.6,5.9,6972640.2,15.7575045058471
"292",251651,"60623","SOUTH LAWNDALE","K-12 School",132193,1911,1,47,3447979.5,5793795.9,69.9,127.9,78.7,140.9,943.3,7.1,9240290.7,16.0390839041619
"293",251649,"60620","AUBURN GRESHAM","K-12 School",73326,1963,1,47,1563642.5,4957802.4,88.9,138,99.1,148.6,551.5,7.5,6518681.4,15.6901826741859
"294",251648,"60644","AUSTIN","K-12 School",122935,1927,1,64,3692913.4,5961593.3,78.5,145.2,86.2,155.9,997.3,8.1,9650397.5,16.0825096641767
"295",251644,"60630","JEFFERSON PARK","K-12 School",117451,1904,1,68,2015597,6981440.7,76.6,116.3,84.1,124.2,742.3,6.3,8996746.6,16.0123735810587
"296",251643,"60651","HUMBOLDT PARK","K-12 School",81350,1996,1,15,3386433.5,3478375.8,84.4,175.6,90.2,180.6,808.9,9.9,6865940,15.7420835142491
"297",251642,"60613","LAKE VIEW","K-12 School",98646,1893,1,87,1799075.9,4125188.9,60.1,101.2,67.8,110.8,550.7,5.6,5928624.6,15.5953028047801
"298",260184,"60614","LINCOLN PARK","Multifamily Housing",140000,1970,1,22,3480335.5,15273500.2,134,192.6,130.3,188.8,1452.7,10.4,18760000,16.7472375015424
"299",260150,"60637","HYDE PARK","Laboratory",172408,1973,1,66,44552394.7,1305379.8,564.2,1179.3,569.2,1174.9,11712.9,67.9,97272593.6,18.3930278384153
"300",260149,"60608","MCKINLEY PARK","Supermarket/Grocery Store",74495,1987,1,82,10683685.1,8289799.8,254.7,567.2,263.8,574.3,2409.5,32.3,18973876.5,16.7585736700069
"301",260135,"60616","ARMOUR SQUARE","Multifamily Housing",52835,2008,1,93,1855595.7,151670,38,113.3,40.3,118.9,350.1,6.6,2007730,14.5125152886015
"302",260132,"60618","NORTH CENTER","Office",93084,2007,1,90,3050289.1,3191239.3,67.1,138.9,71.6,143.7,733.5,7.9,6245936.4,15.6474416342565
"303",260129,"60607","NEAR WEST SIDE","Office",51130,1925,1,12,3305898.4,3903654.2,141,283.2,149,288.6,816.7,16,7209330,15.7908865784522
"304",260127,"60603-3233","LOOP","College/University",209399,1899,1,65,9866282.5,9824806.9,94,197.2,95,195.2,2340.4,11.2,19683506,16.795291584128
