"","pid","dc_real_pid","pm_pid","property_name","pm_parent_pid","parent_property_name","year_ending","report_status","address_of_record","owner_of_record","ward","reported_address","city","state","postal_code","year_built","primary_ptype_self","primary_ptype_epa","tax_record_floor_area","reported_gross_floor_area","energy_star_score","site_eui","weather_norm_site_eui","source_eui","weather_norm_source_eui","total_ghg_emissions","total_ghg_emissions_intensity","water_use","electricity_use","natural_gas_use","fuel_use","district_water_use","metered_areas_energy","metered_areas_water","latitude","longitude","total_site_energy_KBTU","log_total_site_energy_KBTU","address_reform","x","lat","lon","score"
"51","PM01205203","0184_0071","1205203","1667 K Street NW","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1667 K ST NW Unit: 900","JAMES CAMPBELL COMPANY LLC","2","1667 K Street NW","Washington","DC",38,1984,"Office","Office",257466,218345,80,461,448,422,412,1365.8,6.3,4344.8,3352734,10155.94072,NA,NA,"Whole Building","Whole Building",38.90325523,-77.0381817,100657045,18.4272297026328,"1667 K Street NW, WASHINGTON, DC","1667 K Street NW, WASHINGTON, DC",38.902700874247,-77.0380631902632,100
"52","PM01241296","2049_0805","1241296","0383 Washington","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","4301 CONNECTICUT AV NW","VAN NESS CENTER ASSOCITES LLC","3","4303 Connecticut Ave. NW","Washington","DC",18,2001,"Supermarket/Grocery Store","Supermarket/Grocery Store",239464,33360,18,242,246,1032,1015,959.6,28.8,880071.1,2045951,29950.58175,NA,NA,"Whole Building","Whole Building",38.94493214,-77.06311116,8073120,15.9040505826294,"4303 Connecticut Ave. NW, WASHINGTON, DC","4303 Connecticut Ave. NW, WASHINGTON, DC",38.9442965072791,-77.0634478806144,100
"53","PM01429585","2049_0805","1429585","Van Ness Center","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","4301 CONNECTICUT AV NW","VAN NESS CENTER ASSOCITES LLC","3","4301 Connecticut Avenue","Washington","DC",18,1965,"Office","Parking",239464,196599,NA,794,799,731,722,1747.4,8.9,5877.9,3542028,68059.99582,NA,NA,"Whole Building","Whole Building",38.94493214,-77.06311116,156099606,18.8660048614594,"4301 Connecticut Avenue, WASHINGTON, DC","4301 Connecticut Avenue, WASHINGTON, DC",38.9442711365048,-77.063432878124,90.97
"54","PM01229423","0185_0829","1229423","Army Navy Club","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1627 I ST NW","WRIT ANC LLC","2","1627 I Street NW","Washington","DC",14,1912,"Office","Office",80599,118244,90,288,288,107,107,508.9,4.3,5242.2,1300692,NA,NA,NA,"Whole Building","Whole Building",38.90172986,-77.03813748,34054272,17.3434660452451,"1627 I Street NW, WASHINGTON, DC","1627 I Street NW, WASHINGTON, DC",38.9013917878019,-77.0375101809493,100
"55","PM01229780","0248_0069","1229780","1300 L Street","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1300 L ST NW","AMERICAN POSTAL WORKERS UNION HOLDING CORPORATION","2","1300 L Street NW","Washington","DC",10,1986,"Office","Office",117016,92054,49,725,719,796,791,857.1,9.3,1783.5,2075260,8496.14573,NA,NA,"Whole Building","Whole Building",38.90352142,-77.02999206,66739150,18.016302295216,"1300 L Street NW, WASHINGTON, DC","1300 L Street NW, WASHINGTON, DC",38.9036787313894,-77.0296793315351,100
"56","PM01238339","0215_0013","1238339","1101 Vermont","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1101 VERMONT AVE NW","1101 VERMONT AVE INVESTORS LLC","2","1101 Vermont Ave N.W.","Washington","DC",10,1982,"Office","Office",208294,186367,79,546,540,528,515,1296.5,7,2973.2,3058980,18748.43148,NA,NA,"Whole Building","Whole Building",38.90402712,-77.0324463,101756382,18.4380921026787,"1101 Vermont Ave N.W., WASHINGTON, DC","1101 Vermont Ave N.W., WASHINGTON, DC",38.9037015202101,-77.0329866009501,89.75
"58","PM03200166","3894_0826","3200166","Providence Hospital - DC","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","Data under review by DOEE","1150 VARNUM ST NE","PROVIDENCE HOSPITAL","5","1150 Varnum Street N.E.","Washington","DC",29,1956,"Hospital (General Medical & Surgical)","Hospital (General Medical & Surgical)",627221,614191,31,247,247,976,962,13413.4,21.8,NA,16348190,1321014.688,NA,NA,"Whole Building","Whole Building",38.94376381,-76.99157311,151705177,18.8374495703021,"1150 Varnum Street N.E., WASHINGTON, DC","1150 Varnum Street N.E., WASHINGTON, DC",38.9428402593716,-76.9907976599832,89.75
"59","PM01242152","0322_0021","1242152","Evening Star Building","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1101 PENNSYLVANIA AVE NW","TC 1101 PENNSYLVANIA AVENUE OWNER LLC","2","1101 Pennsylvania Ave. NW.","Washington","DC",9,1898,"Office","Office",336271,244160,78,474,466,508,507,1637,6.7,6320.1,4183703,NA,NA,NA,"Whole Building","Whole Building",38.89516346,-77.0274071,115731840,18.5667863487733,"1101 Pennsylvania Ave. NW., WASHINGTON, DC","1101 Pennsylvania Ave. NW., WASHINGTON, DC",38.8947689563234,-77.0270695277357,100
"60","PM01242253","0183_0884; 0183_0883","1242253","NGS Headquarters","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1600 M ST NW","NATIONAL GEOGRAPHIC SOCIETY","2","1145 17th St NW and 1600 M Street NW","Washington","DC",38,1964,"Office","Office",398219,746237,83,687,682,633,635,5903.3,7.9,10305.2,12770280,170651.4879,NA,NA,"Whole Building","Whole Building",38.90519711,-77.03815544,512664819,20.0551328153241,"1145 17th St NW and 1600 M Street NW, WASHINGTON, DC","1145 17th St NW and 1600 M Street NW, WASHINGTON, DC",NA,NA,0
"61","PM01244899","3854_0802","1244899","0375 Washington","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1050 BRENTWOOD RD NE","1050 BRENTWOOD CAPITAL LP","5","1050 Brentwood Rd.","Washington","DC",31,2001,"Supermarket/Grocery Store","Supermarket/Grocery Store",53236,53045,65,199,198,982,969,1153.4,21.7,3784.2,2489315,33776.25927,NA,NA,"Whole Building","Whole Building",38.91922981,-76.99243094,10555955,16.1722007136179,"1050 Brentwood Rd., WASHINGTON, DC","1050 Brentwood Rd., WASHINGTON, DC",38.9191004821026,-76.9916575269725,90.97
"62","PM01253867","0386_0001","1253867","901 D Street","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","0901 D ST SW","CIM URBAN REIT PROPERTIES V LLC","6","901 D Street SW","Washington","DC",35,1988,"Office","Office",535757,422227,NA,330,324,147,131,1943,4.6,4380.4,4692592,20111.61792,NA,NA,"Whole Building","Whole Building",38.88506002,-77.02474986,139334910,18.7523910175464,"901 D Street SW, WASHINGTON, DC","901 D Street SW, WASHINGTON, DC",38.8849071688319,-77.0242214503588,100
"63","PM01257635","0316_0032","1257635","1100L","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1100 L ST NW","12TH & L STREET LTD PARTNERSHIP","2","1100 L Street NW","Washington","DC",10,1972,"Office","Office",474396,345116,83,532,537,467,472,2310.1,6.7,4780.1,5287512,35792.03982,688344,NA,"Whole Building","",38.90355769,-77.02754935,183601712,19.0282793607259,"1100 L Street NW, WASHINGTON, DC","1100 L Street NW, WASHINGTON, DC",38.9036358220366,-77.0270816416037,100
"64","PM01257638","0217_0050","1257638","1425K","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1425 K ST NW","BGW LP","2","1425 K Street NW","Washington","DC",10,2000,"Office","Office",231489,239478,84,492,485,541,537,1650,6.9,3065.7,4216893,NA,NA,NA,"Whole Building","Whole Building",38.90291748,-77.03307377,117823176,18.5846955500686,"1425 K Street NW, WASHINGTON, DC","1425 K Street NW, WASHINGTON, DC",38.9027097910251,-77.0326809204873,100
"65","PM01257639","0164_0035","1257639","Blake Building","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1025 CONNECTICUT AV NW","BLAKE DEVELOPMENT COMPANY","2","1025 Connecticut Ave. NW","Washington","DC",38,1962,"Office","Office",466690,353236,87,524,532,378,387,2208.4,6.3,5951.6,4768183,57877.88453,475432.3,NA,"Whole Building","Whole Building",38.90359373,-77.03933901,185095664,19.0363833520938,"1025 Connecticut Ave. NW, WASHINGTON, DC","1025 Connecticut Ave. NW, WASHINGTON, DC",38.9029619663228,-77.0394720690799,100
"66","PM01257640","0161_0037","1257640","Bender Building","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1120 CONNECTICUT AV NW","JACK I BENDER & SONS","2","1120 Connecticut Ave. NW","Washington","DC",38,1962,"Office","Office",403277,369485,83,483,486,442,440,2411.2,6.5,6310.1,5706669,4725.882638,2064497.7,NA,"Whole Building","Whole Building",38.90416531,-77.04098393,178461255,18.9998820767998,"1120 Connecticut Ave. NW, WASHINGTON, DC","1120 Connecticut Ave. NW, WASHINGTON, DC",38.9044208519418,-77.0405123679506,100
"67","PM01257641","0161_0031","1257641","1111","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1111 18TH ST NW","JACK I BENDER & SONS","2","1111 18th Street NW","Washington","DC",38,2000,"Office","Office",110099,75234,37,62,61,915,904,944.6,12.6,1719.7,2378060,2653.168605,NA,NA,"Whole Building","Whole Building",38.904446,-77.04133332,4664508,15.3554929204637,"1111 18th Street NW, WASHINGTON, DC","1111 18th Street NW, WASHINGTON, DC",38.9041844723366,-77.041617737268,100
"68","PM01257643","0160_0035","1257643","OFC Building","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1730 RHODE ISLAND AV NW","MAIZELS FAMILY LIMITED LIABILITY LIMITED PARTNERSHIP","2","1730 Rhode Island Ave. NW","Washington","DC",38,1968,"Office","Office",244818,182132.3,87,574,580,443,439,1205.2,6.6,3935.1,2561154,38236.77693,NA,NA,"Whole Building","Whole Building",38.90594675,-77.03933797,104543940.2,18.4651180213748,"1730 Rhode Island Ave. NW, WASHINGTON, DC","1730 Rhode Island Ave. NW, WASHINGTON, DC",38.9058991539239,-77.0400160626903,100
"69","PM01257644","0142_0825","1257644","Northwestern Building","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1800 G ST NW","NORTHWESTERN DEVELOPMENT CO","2","1800 G Street NW","Washington","DC",14,1970,"Office","Office",813848,737365,85,492,491,377,378,4524.2,6.1,11889,10325040,91149.04406,NA,NA,"Whole Building","Combination of common and tenant areas",38.89815735,-77.04194505,362783580,19.7093170160851,"1800 G Street NW, WASHINGTON, DC","1800 G Street NW, WASHINGTON, DC",38.898211673531,-77.0417215720921,100
"70","PM01267785","0166_0862","1267785","750 17th St.","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","750 17TH ST NW","MANUFACTURERS LIFE INSURANCE COMPANY","2","750 17th St. NW","Washington","DC",14,1989,"Office","Office",187368,136452,77,502,495,562,554,959.6,7,2135.2,2452462,NA,NA,NA,"Whole Building","Whole Building",38.89978091,-77.03982701,68498904,18.0423283031045,"750 17th St. NW, WASHINGTON, DC","750 17th St. NW, WASHINGTON, DC",38.8992783558126,-77.0395183787693,100
"71","PM01268752","0140_0092","1268752","1850 M St.","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1850 M ST NW","MANUFACTURERS LIFE INSURANCE","2","1850 M St. NW","Washington","DC",38,1986,"Office","Office",302448,254980,85,470,462,501,501,1696.3,6.7,5006.2,4335282,NA,NA,NA,"Whole Building","Whole Building",38.90536949,-77.04295035,119840600,18.6016730843962,"1850 M St. NW, WASHINGTON, DC","1850 M St. NW, WASHINGTON, DC",38.9055610726865,-77.0425877289397,100
"72","PM01268754","0318_0032","1268754","1100 New York Avenue","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1110 NEW YORK AV NW","AZ JH REIT DC LP","2","1100 New York Avenue NW","Washington","DC",10,1991,"Office","Office",563484,580706,92,392,378,332,316,3297.5,5.7,11260.3,8407003,1497.771962,NA,NA,"Whole Building","Whole Building",38.90067675,-77.027446,227636752,19.2432617234547,"1100 New York Avenue NW, WASHINGTON, DC","1100 New York Avenue NW, WASHINGTON, DC",38.9008537009386,-77.0273731424558,100
"73","PM01268800","0196_0035; 0196_0034","1268800","National Education Association","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1201 16TH ST NW","NATIONAL EDUCATION ASSOCIATES","2","1201 16th St. NW","Washington","DC",50,1957,"Office","Office",311715,394087,91,516,528,340,344,2543.3,6.5,4291.7,5010869,77496.46915,NA,NA,"Whole Building","Whole Building",38.90597,-77.0353779,203348892,19.130433741569,"1201 16th St. NW, WASHINGTON, DC","1201 16th St. NW, WASHINGTON, DC",38.905830595007,-77.0363782177797,100
"74","PM01273006","0252_0079","1273006","1325 G Street","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1325 G ST NW","GSTDC 72 OWNER LLC","2","1325 G Street","Washington","DC",10,1968,"Office","Office",448066,333484,74,624,629,539,536,2399.5,7.2,4336.3,5172179,70739.50963,NA,NA,"Whole Building","Whole Building",38.89872502,-77.03099182,208094016,19.1535005355444,"1325 G Street, WASHINGTON, DC","1325 G Street, WASHINGTON, DC",38.8983516395176,-77.0302806110606,90.97
"75","PM01273027","0252_0060","1273027","The Colorado Building","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1341 G ST NW","COLDC 54 OWNER LLC","2","1341 G Street NW","Washington","DC",10,1903,"Office","Office",187804,149720,80,400,394,353,354,868.6,5.8,1887.4,2219863,NA,NA,NA,"Whole Building","Whole Building",38.89861501,-77.03140919,59888000,17.9079867091263,"1341 G Street NW, WASHINGTON, DC","1341 G Street NW, WASHINGTON, DC",38.8983509551335,-77.0306440064149,100
"76","PM01309871","0676_0114","1309871","801 North Capitol Street","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","801 NORTH CAPITOL ST NE","ASB 801 NORTH CAPITOL LLC","6","801 North Capitol Street NE","Washington","DC",5,1966,"Office","Office",98980,120921,88,425,421,365,369,715.9,5.9,1659.4,1781835,3513.385021,NA,NA,"Whole Building","Whole Building",38.90051039,-77.00860802,51391425,17.7549818877141,"801 North Capitol Street NE, WASHINGTON, DC","801 North Capitol Street NE, WASHINGTON, DC",38.9002254849193,-77.0088952103449,100
"77","PM01311349","0669_0854","1311349","64 New York Avenue","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","0075 P ST NE","BREOF 64 NEW YORK AVE REO LLC","5","64 New York Avenue NE","Washington","DC",5,2000,"Office","Office",340934,384155,75,438,433,403,405,2351,6.1,3679.1,5886325,8986.999977,NA,NA,"Whole Building","Whole Building",38.90946447,-77.00645605,168259890,18.9410203063366,"64 New York Avenue NE, WASHINGTON, DC","64 New York Avenue NE, WASHINGTON, DC",38.9081783786303,-77.0070004224307,100
"78","PM01326900","0376_0828","1326900","0975 F Street NW (Carroll Square)","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","977 - 979 F ST NW","ST PATRICK'S CHURCH","2","975 F Street NW","Washington","DC",9,2006,"Office","Office",179929,187954,84,420,411,393,392,1134.3,6,8307.4,2898903,NA,NA,NA,"Whole Building","Whole Building",38.89764136,-77.0250236,78940680,18.1842072422992,"975 F Street NW, WASHINGTON, DC","975 F Street NW, WASHINGTON, DC",38.8973695384745,-77.0254690987192,100
"79","PM01326957","0137_0056","1326957","1800 Massachusetts Avenue NW (SEIU)","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1800 - 1824 MASSACHUSETTS AV NW","1800 MASSACHUSETTS AVENUE CORP","2","1800 Massachusetts Avenue NW","Washington","DC",38,1979,"Office","Office",185604,217543,50,687,678,809,799,2027.6,9.3,4742.9,5181847,NA,NA,NA,"Whole Building","Whole Building",38.908991,-77.042512,149452041,18.8224861033424,"1800 Massachusetts Avenue NW, WASHINGTON, DC","1800 Massachusetts Avenue NW, WASHINGTON, DC",38.9089692523302,-77.041698980223,100
"80","PM01327025","0024_0112","1327025","WWF Square 0024 Lots 112 and 880","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1250 24TH ST NW","WORLD WILDLIFE FUND INC","2","1250 24th Street NW","Washington","DC",40,1986,"Office","Office",311428,245627,86,478,470,520,518,1660.2,6.8,3364.9,4243027,NA,NA,NA,"Whole Building","Whole Building",38.90650228,-77.05185679,117409706,18.5811801365576,"1250 24th Street NW, WASHINGTON, DC","1250 24th Street NW, WASHINGTON, DC",38.9062769105521,-77.0513947150932,100
"81","PM01327534","0103_0042","1327534","Potomac House","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","2021 F ST NW","GEORGE WASHINGTON UNIVERSITY","2","2021 F St NW","Washington","DC",43,2006,"Residence Hall/Dormitory","Residence Hall/Dormitory",129014,100127,52,691,686,504,490,720.2,7.2,4248.1,1354261,35834.1879,NA,NA,"Whole Building","Whole Building",38.89758612,-77.04554957,69187757,18.05233448297,"2021 F St NW, WASHINGTON, DC","2021 F St NW, WASHINGTON, DC",38.8973380658002,-77.0452691115794,100
"82","PM01327939","0168_0050","1327939","1700 Pennsylvania Avenue NW (Mills)","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1700 PENNSYLVANIA AV NW","THE MILLS BUILDING ASSOCIATES LLC","2","1700 Pennsylvania Avenue NW","Washington","DC",14,1966,"Office","Office",244556,176716,71,759,762,675,671,1478.5,8.4,4665.5,2998083,57486.83123,NA,NA,"Whole Building","Whole Building",38.89865698,-77.03991253,134127444,18.7143009805571,"1700 Pennsylvania Avenue NW, WASHINGTON, DC","1700 Pennsylvania Avenue NW, WASHINGTON, DC",38.8987661667263,-77.0395431434005,100
